"parabéns pela qualidade ","2015-10-24 13:50:39"
"Sempre compro no site e na loja física, e não tenho o que reclamar.","2015-10-19 19:38:20"
"Olá, comprei essa cadeira em 2014, mas agora recentemente o acabamento do braço da cadeira está se desfazendo, gostaria de saber se vcs tem o braço esquerdo para trocar, ela esta muito feia, não achei que duraria tão pouco,abs Sergio Romagnolo","2017-03-15 14:14:09"
"Tive que fazer uma troca pois me enviaram um produto diferente do que estava no site, e mesmo assim me cobraram o frete. Decepcionada com o site.","2015-10-20 16:55:14"
"Eu gosto muito de comprar na shoulder","2015-10-26 11:47:56"
"JÁ É A SEGUNDA VEZ QUE COMPRO UM PRODUTO PELA INTERNET E DEPOIS DE UM TEMPO ME FALAM QUE NÃO TEM PRA ME ENVIAR.","2015-10-26 13:07:54"
"ATENDEU A EXPECTATIVA","2015-11-03 11:58:04"
"Chegou muito rápido. Sem problemas.","2015-10-28 15:57:38"
"Eu recomendo, sim esta loja e com produtos de qualidade","2015-10-28 01:08:23"
"Ótimo lugar para compra, chegou antes da data prevista.","2015-11-11 13:21:31"
"Entrega do produto conforme pedido, entrega rápida e eficiente.","2015-10-27 15:39:10"
"já fiz várias compras aqui, nunca tive problemas, recomendo sempre.","2015-10-24 18:53:36"
"Adorei a consideração em avisar!","2015-10-24 19:50:19"
"Efiente e entregou produto antes do prazo, como sempre.","2015-10-19 10:57:56"
"Produtos com bom preço e de qualidade. Rapidez na entrega","2015-10-30 02:50:31"
"OTIMO","2015-10-24 01:52:21"
"entrega rápida e com tudo correto","2015-10-19 14:03:24"
"Sempre preta um bom atendimento seja física oi virtual a compra.","2015-11-01 12:51:44"
"gostei muitas promoções interessante.","2015-10-23 14:23:04"
"Adoro a loja, o atendimento sempre é atencioso e eficiente.","2015-10-29 14:33:09"
"Site confiável, envio rápido! ","2015-11-07 17:55:51"
"Otima loja ! Nunca tive problemas e a entrega é muito rápida! Recomendo!","2015-10-22 18:13:45"
"Gostei muito.","2015-10-22 13:31:28"
"ADORO O ATENDIMENTO ALEATORY","2015-10-28 12:50:59"
"ok","2015-10-26 10:36:57"
"Terceira ou quarta compra essa no site, sempre ocorreram de forma tranquila e segura.","2015-10-24 15:34:06"
"10000% recomendo tando o produto quanto a premier","2015-10-29 18:19:07"
"JA FUI MELHOR ATENDIDO","2015-10-21 20:11:54"
"empresa rapida e celere","2015-11-11 21:47:39"
"Top, loja de  responsabilidade com o cliente, recomendo a todos.","2015-10-28 23:56:44"
"EXCELENTE como sempre ! Sou cliente antigo e gosto da seriedade e profissionalismo de vocês !","2015-10-28 09:39:07"
"A Connect Parts sempre prestando um serviço e produtos de confiaça.","2015-11-23 11:55:51"
"Considero a loja boa, já comprei outros produtos e não tive reclamação. Porém todavia, tirando o fato de produtos constarem a marca apenas na imagem (ou nem isto) e o cliente receber de outra marca não discriminada no anúncio.","2015-10-18 03:14:05"
