"Ótimo","2015-11-13 13:42:30"
"Já é segunda vez que compro nessa loja a primeira foi o vestido da minnie para a festa de um ano da minha filha, e agora o vestido do batizado.
As duas vezes foram entregue muito rapido e tudo muito lindo","2015-11-13 13:44:58"
"Foi a minha primeira compra e realmente nao gosteu! Comprei R$195 e nao veio nenhuma amostra. Me cadastrei na promocao de amostras e nao veio nenhuma memso comprando esse valor. Inclusive a minha compra foi a muitos dias atras e so agora pediram minha opiniao. So o que atendeu foi o prazo que foi cumprido. Os sites concorrentes da belezanaweb e sephoras tambem entregam no prazo e mandam amostras e os preços sao mesmos! Entao foi minha primeira e ultima compra.","2015-11-13 13:49:01"
"Extremamente ágil, confiável e seguro.","2015-11-13 13:48:58"
"A Poeme-se sempre surpreende nos prazos de entrega, e na qualidade dos produtos.","2015-11-13 13:50:44"
"Ruim","2015-11-13 13:49:57"
"Entrega no prazo. Bom desconto","2015-11-13 13:51:03"
"Chegou antes do prazo !!!","2015-11-13 13:52:05"
"Muito rápido e eficiente! ","2015-11-13 13:52:50"
"Adorei o produto. Excelente!
Entrega rápida e boa.","2015-11-13 13:54:45"
"Recomendo.","2015-11-13 13:54:41"
"excelente rápido a entrega e segura","2015-11-13 13:55:38"
"muito bom","2015-11-13 14:01:39"
"
ótimo","2015-11-13 14:03:24"
"adorei
","2015-11-13 14:04:45"
"Um pouco demorado a entrega, trantando-se de ser a loja aqui mesmo no rio de janeiro, visto que, comprando em outras lojas fora do estado, as entregas  são mais rápidas...mas, enfim...tudo bem.","2015-11-13 14:06:15"
"Site mto bom! Não acreditava mas viei fã!!","2015-11-13 14:08:20"
"Eu achei a loja virtual muito legal fácil de comprar e olhar as peças de roupas com um portifólio extremamente na moda e alem do mais a entrega e super rápido gostei vou comprar sempre.","2015-11-13 14:12:06"
"Ocorreu um pequeno atraso com a entrega, mas nada que diminua a qualidade da época. Parabéns época, sempre prestativa com seus clientes.","2015-11-13 14:10:13"
"Loja muito boa, vendedoras atenciosas. Achei demais","2015-11-13 14:08:24"
"facilidade na compra","2015-11-13 14:08:41"
"Gostei","2015-11-13 14:08:43"
"Facil.","2015-11-13 14:08:39"
"Entrega antes do prazo. Ok.","2015-11-13 14:11:54"
"rápida entrega","2015-11-13 14:13:25"
"Excelente tempo de entrega, produtos maravilhosos.","2015-11-13 14:17:36"
"Compra rápida e fácil, e entrega no prazo correto.","2015-11-13 14:18:38"
"Gostei bastante, só acho que poderia melhorar na embalagem da caixa. Não mostra carinho na hora de embalar o proiduto.","2015-11-13 14:20:59"
"Confiavel!","2015-11-13 14:19:11"
"Muito rapido o envio","2015-11-13 14:23:21"
"Compro sempre.Produtos bem embalados.Entrega rápida.","2015-11-13 14:26:50"
"Boa, rápida e prática","2015-11-13 14:26:33"
"produto de alta qualidade, sem cheiro, sem fumaça muito discreto, e ressalta muito mais o gosto...","2015-11-13 14:31:39"
"ótima, recomendo","2015-11-13 14:30:02"
"AMEI AS ROUPAS! CADA DIA ADQUIRO UMA PEÇA NOVA!","2015-11-13 14:31:04"
"Produtos ótimos.","2015-11-13 14:31:16"
"amamos muito bom, leve da até pra correr práticas exercícos físicos com minha bebê","2015-11-13 14:32:06"
"amei muito.","2015-11-13 14:31:58"
"Bom ","2015-11-13 14:38:04"
"ótimo atendimento,,com canal via email,e whatsapp,,para duvidas, esclarecimentos,,e sugestões para futuras compras .","2015-11-13 14:40:40"
"Eu adorei o produto.","2015-11-13 14:42:27"
"eu achei...10..vlw,melhorou muito por que da primeira vez que eu comprei veio depois de quase 4 meses","2015-11-13 14:44:22"
"Maravilhosa! Um atendimento surpreendente! Me senti em casa, pois mesmo sendo a primeira vez, fui tratada como cliente especial. A navegação é fácil e a entrega foi perfeita e rápida. Obrigada!","2015-11-13 14:48:33"
"Nuss a entrega veio certinho, no prazo, sem defeito algum. tudo na embalagem certinho. recomendo a compra. Comprar mais logo.","2015-11-13 14:50:40"
"Tudo ocorreu dentro do prazo e sem problemas!","2015-11-13 14:54:24"
"Muito bom. Recomendo. ","2015-11-13 14:53:21"
"Fácil atendimento e entrega no prazo. Bons preços se comparados no mercado. Recomendo","2015-11-13 14:58:18"
"Excelente voltarei a comprar!!","2015-11-13 14:59:22"
"otimo produto","2015-11-13 15:03:01"
"Loja rapida, segura e de grande qualidade","2015-11-13 15:04:50"
"Loja super comprometida com a excelência de suas vendas, muito esclarecida nos trâmites, e prado de entrega ok! 
Vamos combinar, mais que embalagens mais fofas da vida!!!!","2015-11-13 15:06:09"
"perfeita, otima loja","2015-11-13 15:07:32"
"ótima.. adoro essa marca. compro há mais de 15 anos!","2015-11-13 15:08:38"
"5","2015-11-13 15:08:53"
"Gostei muito, são rápidos e confiáveis!! ","2015-11-13 15:09:15"
"Otimo","2015-11-13 15:11:57"
"Adorei","2015-11-13 15:16:38"
"Lindo","2015-11-13 15:16:42"
"Eu achei o atendimento bem rápido , e a entrega também !","2015-11-13 15:18:02"
"Loja séria entrega no prazo e cumpre o promete, a troca do tenis que fico pequeno foi bem tranquila, Symbol é show...","2015-11-13 15:18:29"
"Foi ótimo !!! ","2015-11-13 15:19:18"
"Ok","2015-11-13 15:18:49"
"Excelente loja.","2015-11-13 15:21:37"
"Pela 2ª vez consecutiva eu paguei um frete de entrega rápida e como a loja mandou para meu endereço antigo demorei mais para receber  o produto do que o frete comum.","2015-11-13 15:20:32"
"Achei muito bom.","2015-11-13 15:24:23"
"Os protudos chegaram dentro do prazo esperado.","2015-11-13 15:22:31"
"Gostei muito do capinha !! Ótimo prazo de entrega !!","2015-11-13 15:24:44"
"Tudo certo, recomendo a todos!","2015-11-13 15:25:36"
"Foi ótimo comprar na Gasômetro, entregou no tempo certo! Parabéns ","2015-11-13 15:26:23"
"Excelente compra.","2015-11-13 15:26:10"
"Todos os produtos foram entregues dentro do prazo e em ótimo estado! Loja realmente muito confiável!","2015-11-13 15:26:15"
"Facilidade na compra e rapidez na entrega","2015-11-13 15:26:10"
"muito eficiente
","2015-11-13 15:26:21"
"perfeito","2015-11-13 15:29:32"
"otima loja","2015-11-13 15:31:29"
"Muito bom","2015-11-13 15:33:48"
"Compro sempre nessa loja on line e nunca tive problema algum! Recomendo!","2015-11-13 15:35:38"
"Muito simples de comprar pelo site  gostei muito  e  indico.  As mercadorias chegaram direitinho bem embaladas  sem qualquer danos.","2015-11-13 15:40:56"
"Maravilhoso!","2015-11-13 15:40:16"
"Eu adoro fazer compras na honeybe além de ser tudo da moda, as roupas são de qualidades e o preço é ótimo.","2015-11-13 15:54:29"
"Eu amo a Beleza de Mulher. Sempre comprei e nunca tive problemas. Chega rápido e bem embalado.","2015-11-13 15:52:48"
"Empresa muito competente","2015-11-13 16:00:00"
"Empresa seria,cumpriu com o prazo de entrega,gostei e recomendo.","2015-11-13 16:00:57"
"Gosto da Shoulder porque atende bem e com qualidade mulheres que usam tamanho 44-46.","2015-11-13 15:59:47"
"rapido e de acordo com o descrito no produto","2015-11-13 15:59:01"
"Muito boa. Aprovado.","2015-11-13 16:03:18"
"Bão!!!!","2015-11-13 16:03:55"
"ótima negociação excelente entrega muito rapida","2015-11-13 16:05:14"
"Ruim! O caixa do produto veio aberta dentro da embalagem. O produto estava solto. Por sorte não teve nada danificado.","2015-11-13 16:11:31"
"Entrega rápida, manual de montagem de fácil entendimento e com certeza voltarei a realizar compras no site.","2015-11-13 16:10:41"
"Entrega rápida e segura. Recomendo e com,certeza, comprarei novamente e indico a todos.","2015-11-13 16:12:06"
"Sao pessoas muito simpaticas e dedicadas em nos atender um beijo para todos
","2015-11-13 16:15:16"
"Muito boa, como sempre.","2015-11-13 16:20:29"
"bom","2015-11-13 16:22:48"
"entrega rápida...muito eficientes...
","2015-11-13 16:36:57"
"A época está de parabéns. Já comprei outras vezes e continuarei escolhendo a Época!!","2015-11-13 16:46:01"
"Época Cosméticos está de parabéns com a dedicação e o carinho com seus clientes!!! Super indico!!! Abraço p/ toda equipe..","2015-11-13 16:50:48"
"Comprar na Época Cosméticos é sempre uma experiencia satisfatória. Só senti falta dos brindes :)","2015-11-13 16:50:01"
"Fiz uma nova aquisição e detectei um pequeno defeito e ao reclamar fui mal atendido.","2015-11-13 16:50:25"
"Foi minha primeira comprar pelo site, porém quero parabenizar o atendimento e entrega,inclusive feita bem antes da data prevista com minha encomenda em perfeito estado. Parabéns","2015-11-13 17:01:55"
"O atendimento fofo demais... entrar em um site pra fazer compras e ser recebida com uma poesia... isso é lindo!!!","2015-11-13 18:00:25"
"Super rápido e profissional!","2015-11-13 17:00:54"
"Site excelente. Entrega na data correta. Eu indico.","2015-11-13 17:01:25"
"Excelente atendinento. Pessoas gentis e dedicadas. Adorei. E mais. E  a primeira vez que a lija é  quem rastreia a mercadoria e nos passa todas as informações.  Parabéns. Fiquei frequeza.","2015-11-13 17:03:12"
"formato inovador, para o processo de compra","2015-11-13 17:03:07"
"ótimo","2015-11-13 17:03:23"
"As chances de eu voltar a comprar produtos da marca são pequenas, as cuecas tem um padrão aceitavel de qualidade, mas as bermundas são ruins a pessimas...
para se ter ideia, existe packs calvin klein com 3 cuecas a 59,90, quando em varejo se encontra Mash por 19 reais em media a unidade...
Seria interessante, ou baixar o preço do produto para que fique condizente com a qualidade, ou elevar a qualidade para que fique compativel com o preço.","2015-11-13 17:04:53"
"OTIMO","2015-11-13 17:07:03"
"Gostei!","2015-11-13 17:13:03"
"Ótimos preços,sempre com  promoções imperdiveis e entrega pontual. ..","2015-11-13 17:17:18"
"Loja muito eficiente, entregou os produtos antes do prazo, parabéns e continuem assim e sempre crescendo!!!","2015-11-13 17:19:56"
"entrega rápida...e o cliente bem informado do envio!!!","2015-11-13 17:24:30"
"ótimo","2015-11-13 17:26:02"
"Otimo","2015-11-13 17:30:24"
"Entrega no prazo!otimo","2015-11-13 17:30:45"
"falta um manual de como colocar o liquido? ainda não usei??","2015-11-13 17:34:51"
"Ótimo atendimento. ","2015-11-13 17:36:23"
"muito bom!","2015-11-13 17:38:16"
"É difícil tecer (poucos) comentários a respeito da Época Cosméticos. É uma loja maravilhosa, com vastíssima variedade de produtos, com promoções diárias e um atendimento irrepreensível! Aproveito para elogiar a atendente Thais Lepritiê e a Juliana Baldez, pois ambas são muito simpáticas, educadas, eficientes e atenciosas!","2015-11-13 17:44:23"
"Entrega rápida e eficiente.","2015-11-13 17:46:53"
"Muito bom","2015-11-13 17:46:43"
"Ótima loja, porém os descontos enganam um pouco. Cupons só servem no preço original. Prefiro a sephora.","2015-11-13 17:49:14"
"Entrega rápida, como sempre! Comprar na Época não tem erro, é sempre uma escolha acertadíssima!","2015-11-13 17:51:29"
"pratico, rápido e bons preços","2015-11-13 17:51:25"
"Simples, prático e obejetivo","2015-11-13 17:56:40"
"Uma loja da Web de confiança, bom atendimento e presteza no serviço.","2015-11-13 17:57:55"
"entrega ágil, feedback por pelos meios de contato disponibilizados. recomendo!","2015-11-13 17:58:25"
"A compra no site efacil é realmente facil, especialmente para mim que moro em Uberlandia.","2015-11-13 18:06:55"
"A loja mantém contato o tempo todo com o cliente e após a compra. A entrega foi rápida, antes do previsto. Profissionais!","2015-11-13 18:08:17"
"otima","2015-11-13 18:06:25"
"O atendimento da loja foi bom","2015-11-13 18:07:15"
"otimo! recomendo","2015-11-13 18:09:49"
"otimo atendimento, excelentes profissional, muito obirgada.. 
,-)","2015-11-13 18:29:17"
"atendimento eficiente e entrega rá´pida","2015-11-13 18:31:07"
"serviço um pouco demorado","2015-11-13 18:31:48"
"otimo","2015-11-13 18:31:36"
"A entrega tem um prazo um pouco longo, porém chegou a tempo.
o preço também compessou.","2015-11-13 18:35:56"
"otimo","2015-11-13 18:32:49"
"Comprar na época é ótimo, devido a sua precisão na entrega, eficaz","2015-11-13 18:37:14"
"Parabéns. òtimo o atendimento
","2015-11-13 18:41:34"
"Ja efetuei compras anteriores e continuarei comprando ainda mais caso me façam descontos exclusivos.","2015-11-13 18:42:28"
"Muito prático,muita segurança.Mas recebi amostra de perfume e ela estava velha,já com cheiro de perfume passado(Perry Ellis -LOVE )","2015-11-13 18:48:43"
"Muito bom. Só o prazo de entrega é que é um pouco demorado demais.","2015-11-13 18:43:51"
"Atendimento, relacionamento com os clientes muito bom, associado a uma logistica de entrega do produto muito eficiente.  ","2015-11-13 18:50:24"
"O pedido demorou mais que o informado.","2015-11-13 18:52:50"
"recomendo sempre...","2015-11-13 18:53:38"
"Boa marca de produto","2015-11-13 18:55:29"
"recomendo
","2015-11-13 18:55:28"
"Muito boa, o pedido foi atendido com rapidez. Estou muito satisfeita com a compra!","2015-11-13 19:04:17"
"ótimo","2015-11-13 18:58:16"
"É lindo e o tamanho deu super certo! E, melhor ainda: chegou dentro do prazo! Site simples e gostoso de navegar. A primeira de muitas compras, com certeza!","2015-11-13 19:03:30"
"Atendeu às expectativas","2015-11-13 19:16:47"
"NÃO RECEBI OS PRODUTOS ATÉ A DATA DE HOJE","2015-11-13 19:18:50"
"Otimo atendimento da Senhorita Lorena, muito atenciosa. Parabens","2015-11-13 19:22:35"
"A compra e a entrega ocorreram sem problemas e dentro do prazo.","2015-11-13 19:27:07"
"Sem contras... Recomendo","2015-11-23 18:28:14"
"Ótimo site e a entrega super rápida...!!! Esperando para comprar mais coisas!!!","2015-11-13 19:29:11"
"Muito boa","2015-11-13 19:38:06"
"Chegou direitinho, porém não na data esperada :( comprei pq dizia que chegava em tal data ( que seria antes de uma festa que usaria) mas não chegou.","2015-11-13 19:40:11"
"Excelente. Fui muito bem atendida e a entrega foi rápida.","2015-11-13 19:46:14"
"Muito boa.","2015-11-13 19:54:33"
"Gostei do atendimento e atenciosos. Recomendo ","2015-11-13 19:59:25"
"Loja Excelente!! Produto chegou Certinho  ","2015-11-13 20:01:07"
"Muito bom e rápido ","2015-11-13 20:01:04"
"Excelente produto. Chegou dentro do prazo. Estou satisfeito.","2015-11-13 20:01:17"
"Nota 10. Minha loja preferida para instrumentos musicais. Parabéns por tudo.","2015-11-13 20:08:27"
"Loja muito eficiente na entrega. 
Gostei e espero continuar comprando e tendo o mesmo serviço eficiente.
","2015-11-13 20:09:09"
"Atendimento muito bom e entrega rápida. ","2015-11-13 20:13:15"
"excelente no atendimento, rapidez no entregar,,muito bem embalado, super recomendo.","2015-11-13 20:19:06"
"Muito atenciosos,entrega rápida,site confiável,recomendo.","2015-11-13 20:27:54"
"bom","2015-11-13 20:39:03"
"linda","2015-11-13 20:41:19"
"atendimento nota 10 prabens a tds funcionarios","2015-11-13 20:42:37"
"Sempre que solicitei fui bem atendido, ótimo.","2015-11-13 20:52:58"
"Rápida a entrega. ","2015-11-13 21:02:51"
"Bom atendimento e entrega rápida.","2015-11-13 21:04:05"
"Gostei da entrega, pois informa o cliente das atualizações de entrega conforme elas vao ocorrendo. O único porem é que a entrega prevista era de 2 dias úteis e demorou 8 dias utéis para ser entregue.","2015-11-13 21:10:06"
"EXCELENTE","2015-11-13 21:16:47"
"otimos precos e assistencia de primeira ","2015-11-13 21:38:52"
"nota 10 para o atendimento , atenção e compromisso . Eu recomendo pois são excelente em todos os requisitos .Equipe de primeira qualidade .Parabens .estou hiper satisfeita.","2015-11-13 21:47:49"
"Excelante!","2015-11-13 21:47:38"
"Muito fácil e confiável.","2015-11-13 21:50:00"
"Muito bem atendida ! Compraria novamente  .","2015-11-13 22:08:39"
"Quero dizer que ja sou fã da loja. Agradeço a atenção e a dedicação a qual sou tratada . Meus parabens mais uma vez .  ","2015-11-13 22:01:31"
"Foi o que esperei, o produto chegou no prazo. Vale a pena. ","2015-11-13 21:59:57"
"Muito bom, entrega correta e dentro do tempo previsto..","2015-11-13 22:01:21"
"Empresa muito ágil e rápida. Manteve-me posicionado desde a compra até a entrega do produto. Parabéns à Mash.","2015-11-13 22:15:10"
"loja muito boa,bem organizada,entrega muito rápida. gostei,recomendo a todos ","2015-11-13 22:38:24"
"otima, prática, eficiente!!!","2015-11-13 22:41:48"
"Entrega super rápida !","2015-11-13 22:43:02"
"Entre show. Chegou antes do prazo. ","2015-11-13 23:12:41"
"foi minha primeira compra gostei muito obrigada","2015-11-13 23:14:29"
"normal","2015-11-13 23:41:31"
"Entrega na data, trata o cliente com respeito,. Recomendo","2015-11-13 23:50:16"
"otimo local de compra...recomendo","2015-11-13 23:56:41"
"NÃO RECOMENDO A NINGUEM ENVIA PRODUTO SEM TESTE E COM DEFEITO.. NÃO RECOMENDO..","2015-11-13 23:56:55"
"É uma pena que não consegui entrar no site pelo meu cadastro e não consegui ver o status do meu pedido,só por email mesmo. Até hoje não consegui entrar,falam que minha senha é inválida e não dão a possibilidade de uma senha nova,fora isso a entrega foi rápida e certinha.","2015-11-14 00:07:14"
"Muito bom tem respeito pelo cliente. Continuem assim","2015-11-14 00:10:25"
"eu achei otimo ","2015-11-14 00:12:00"
"Falta fazer confirmação do endereço de entrega no momento da compra.","2015-11-14 00:14:03"
