"ENTREGA RAPIDA E EM PERFEITAS CONDIÇOES! PARA BENS PELA EFICIENCIA!!!","2015-10-19 15:16:10"
"Muito fácil. ","2015-10-19 15:16:15"
"ótimo atendimento, entrega rapida","2015-10-19 15:18:04"
"
Entrega dentro do previsto.","2015-10-19 15:24:43"
"bom atendimento, porém as vendedoras não me passaram muitas sugestões de presentes.","2015-10-19 15:20:10"
"Loja eficiente, preço bom, prazo acompanhamento excelente.
  Pode comprar não tem arrependimento.","2015-10-19 15:21:07"
"A loja é ótima, chegou no prazo conforme conbinado!!!","2015-10-19 15:20:33"
"É COMPLICADOI
PRAZO DE ENTREGA : DESAGRADAVEL","2015-10-19 15:22:38"
"Empresa sem preocupação com o consumidor final.","2015-10-19 15:23:29"
"pelas poucas vezes que comprei neste site acabei comprando um produto co defeito","2015-10-19 15:25:22"
"Entrega super rápida, sem problemas com a compra! ","2015-10-19 15:24:07"
"Comprei um tênis nesse site e recomendo...foi aprovado na hora e no outro dia após a compra já estava recebendo meu produto. Super confiável.  E Super recomendo!","2015-10-19 15:25:04"
"Entrega antes do prazo, amei. 
Uma dica, podia haver opção de embalagem de presente.","2015-10-19 15:28:40"
"Pessimo, tive um problema e não puderam me ajudar, e agora tenho que esperar até sei lá qdo para receber meu dinheiro de volta, já que não me respondem no fale conosco","2015-10-19 15:25:56"
"Entrega rápida e confiável","2015-10-19 15:27:34"
"Bom","2015-10-19 15:26:38"
"Excelente qualidade, entrega rápida. ","2015-10-19 15:27:31"
"Muito rápida a entrega. Apenas tive problemas no acesso a senha para rastreamento no site. Acompanhei pelo atendimento online e fui muito bem atendido.","2015-10-19 15:28:19"
"eu achei ótimo atendimento eficiente,gostei muito sem reclamações excelente obrigada!","2015-10-19 15:30:24"
"material ótimo! Entrega rápida!","2015-10-19 15:28:55"
"Gostei
","2015-10-19 15:32:42"
"Loja nota 1000. Foi tudo perfeito, produto excelente, entrega dentro do prazo, enfim eu indico de olhos fechados.","2015-10-19 15:30:50"
"eu achei a compra péssima o produto não funciona o relógio esta parado","2015-10-19 15:29:54"
"Houve um problema na entrega pelos correios, mas a loja entrou em contato e solucionou.","2015-10-19 15:30:46"
"Bem rápida e funcional","2015-10-19 15:30:52"
"Atendimento nota 10. Recebemos e-mail informando do status do envio. Conseguimos alterar o modelo, mesmo depois de comprado. Show de bola.","2015-10-19 15:31:02"
"Estão de parabéns.","2015-10-19 15:31:10"
"Experiência muito positiva.","2015-10-19 15:32:36"
"A loja é muito boa e confiavel.","2015-10-19 15:31:53"
"Entrega super Rápida! Voltarei a comprar!","2015-10-19 15:32:28"
"bom atendimento","2015-10-19 15:34:17"
"Sim. Ótimo custo/benefício.","2015-10-19 15:34:01"
"Coloquei coração errado sem querer a loja é ótima e excelente eu amo comprar com vocês","2015-10-19 15:35:48"
"ATENDIMENTOS NOTA 10.","2015-10-19 15:35:28"
"Gosto de comprar na Boticário, ótimos produtos e entrega rápida.","2015-10-19 15:36:12"
"Otima compra, correspondeu as minhas expectativas","2015-10-19 15:35:50"
"prfeito","2015-10-19 15:36:31"
"Compra fácil e entrega antes do prazo.","2015-10-19 15:37:28"
"Rapida entrega e bom preço (considerando o valor do dollar)","2015-10-19 15:39:34"
"ótima loja ","2015-10-19 15:38:47"
"lindo","2015-10-19 15:39:39"
"Muito bom.","2015-10-19 15:39:59"
"gostei muito da vendedora Fernanda, muito atenciosa...a entrega também foi muito rapida.obrigado.

","2015-10-19 15:43:43"
"melhor produto que jqa comprei","2015-10-19 15:40:58"
"Indico a todos ","2015-10-19 15:41:58"
"Fiquei satisfeita com o serviço, só demorou devido a distância, mas já era esperado, e chegou dentro do prazo. Voltaria a comprar.","2015-10-19 15:42:26"
"A loja foi ótima, minha primeira compra e a entrega foi perfeita, rapidez nota 10...continuem assim !!!","2015-10-19 15:43:41"
"gostei do atendimento rápido, porem o fete deixou a desejar se fosse pelos correios seria mais rápido, demorou 7 dias para chegar e moro no rj  por isso nao dei 5 estrelas. ","2015-10-19 15:45:56"
"Gostei bastante.","2015-10-19 15:46:30"
