Definitivamente continuarei a fazer compras atraves do site pois fiquei bem satisfeita com a atenção recebida e com a rapides e cuidado com que foi entregue o livro.","2015-12-05 02:39:43"
"A entrega é rápida. ","2015-12-05 02:42:27"
"Top, comprarei de novo","2015-12-05 02:55:34"
"uma otima loja virtual para se comprar ","2015-12-05 03:23:25"
"pratico simples e confiavel.","2015-12-05 03:28:26"
"Vcs estão de parabeéns pois o prazo de entrega é excelente!","2015-12-05 03:49:09"
" muito bom rapido e confiavel","2015-12-05 03:49:40"
"Parabéns pela qualidade.","2015-12-05 05:01:59"
"boa","2015-12-05 05:29:32"
"Excelente atendimento. Chegou muito rápido.","2015-12-05 08:26:16"
"Achei muito bom. Principalmente porque peguei frete grátis em promoção, acho isso importantíssimo para o consumidor.","2015-12-05 09:21:33"
"Ótimo!","2015-12-05 09:22:11"
"Atendimento 10, respostas rápidas e excelente preço, melhor que muitas lojas grandes do ramo. Estão de parabéns.","2015-12-05 09:43:17"
"teve um bom caimento no corpo, é levinha para os dias quentes","2015-12-05 09:48:01"
"muito bom. muita seguranca e responsabilidade.","2015-12-05 09:55:53"
"pessimo, pois ganhei esse produto q e maravilhoso  , o que comprei c vcs e PARAGUAIO  e agua pura  , mas como joguei nota fiscal e embalagem fora não possp devolver  , mas de mim vcs não vão mais enganar  , valeu um abraço e pessimas vendas","2015-12-05 10:02:15"
"Loja única super recomendo atendimento ímpar e chegou super rápido!!!!!!","2015-12-05 10:09:40"
"Muito boa... chega rápido","2015-12-05 10:13:13"
"É a segunda cimpra que faço na loja, o cadastro poderia ser mais simples, a entrega da minha primeira compra foi excelente já a da segunda passou do praso prometido. O sistema de troca é muuuuuito demorado, praticamente mais de um mes já que conta apenas dias úteis. Na média eu continuo comprando na efacil. Só tem que escolher o prosuto certo para não ter arrependimentos.","2015-12-05 10:28:58"
"Fiquei surpresa com a eficiência da loja, em menos de 48 horas da compra o produto foi entregue! Muito obrigada!","2015-12-05 10:23:33"
"muito bom","2015-12-05 10:23:33"
"Ótimo.","2015-12-05 10:27:58"
"Megalivros sempre excelente do pedido à entrega. Maior acervo de livros espiritualistas para compra na internet. Parabéns à Megalivros.","2015-12-05 10:40:04"
"My Masters are awesome","2015-12-05 10:45:31"
"a entrega foi boa e rápida.","2015-12-05 10:47:08"
"Execelente! O atendimento online ´´e otimo e o cumprimento dos prazos perfeito! Parabens! ","2015-12-05 11:10:44"
"Muito confiável e rápida. Recomendo.","2015-12-05 11:07:34"
"diferença de preço, e pontualidade. Parabens Muffato.","2015-12-05 11:16:37"
"A loja me surpreendeu na rapidez da entrega.","2015-12-05 11:22:16"
"mUITO BOM COMO SEMPRE","2015-12-05 11:21:05"
"Staples confiável. Mas a transportadora Direcional Transporte Logística Lt com a qual trabalham aqui MG é ruim.","2015-12-05 11:25:28"
"Loja muito séria e comprometida no atendimento ao cliente, meu produto chegou muito rapido.","2015-12-05 11:39:06"
"Também considero excelente. ","2015-12-05 11:43:03"
"muito bom os produtos adorei.vou comprar sempre.","2015-12-05 11:51:40"
"ESSE SITE É NOTA 10 !!!!","2015-12-05 11:52:06"
"Loja muito boa, entrega no prazo!!! Já indiquei para amigas.","2015-12-05 12:02:07"
"adorei descobrir essa loja","2015-12-05 12:03:19"
"Muito profissional!!!","2015-12-05 12:26:58"
"Muito obrigado fiquei feliz com as cortesias em breve vou fazer mais compras!! ","2015-12-05 12:33:16"
"Eu fiquei muito satisfeita em comprar na loja, pela atenção, dedicação, retorno e segurança!","2015-12-05 12:34:06"
"Ótimo. ...recomendo ","2015-12-05 12:34:49"
"O produto veio bem embalado e a entrega foi rápida. Indico a loja.","2015-12-05 12:37:12"
"bom vendedor 10 valeu","2015-12-05 12:37:10"
"Ótimo o site e barato, comprei outros produtos estou no aguardo.","2015-12-05 12:41:11"
"Nao funciona falei com o vendedor e de nada adiantou!!!","2015-12-05 12:45:09"
"confiavel","2015-12-05 12:47:13"
"Loja excelente. Atendimento 10.","2015-12-05 12:47:07"
"COMO SEMPRE, EXCELENTE ATENDIMENTO AOS PRAZOS DE ENTREGA!!! PRODUTOS DE ALTA QUALIDADE!!!","2015-12-05 12:53:38"
"Excelente, a entrega foi rápida e a qualidade do produto ótima! ","2015-12-05 12:49:56"
"Tudo certinho, produto, entrega, enfim tuddoooooo!","2015-12-05 12:51:48"
"O processo de compra foi bom, mas a entrega foi muito demora além do prazo previsto no site, rever contrato com transportadoras","2015-12-05 12:49:59"
"A dotcam é uma empresa confiável.","2015-12-05 12:50:21"
"Parabéns, o produto chegou antes da data de entrega e perfeito etado","2015-12-05 12:51:11"
"Amo todas as roupas da Shoulder...","2015-12-05 12:51:41"
"Excelente","2015-12-22 22:27:17"
"Ótimo. Maravilhoso.","2015-12-05 12:52:32"
"AMEI O PRAZO DE ENTREGA.","2015-12-05 12:54:47"
"Produto ebtregue rapidamente, muito bom!","2015-12-05 12:56:28"
"Fiz um primeiro pedido que não foi entregue e não tive nenhum retorno, após várias tentativas, meu e-mail foi respondido. O atendimento foi demorado e não fui informada que o produto que pedi não estava disponível em estoque.","2015-12-05 12:59:39"
"Gostei,ótimo atendimento e agilidade.","2015-12-05 12:58:51"
"rapido","2015-12-05 12:59:33"
"gostei mto de comprar dessa loja, produtos originais e entrega rapida!","2015-12-05 13:04:35"
"Ótima loja","2015-12-05 13:06:23"
"Muito bom, os produtos vem suber embalados, amei cada detalhes. Com certeza comprarei mais. Obrigada pelo carinho
","2015-12-05 13:09:42"
